geo_level,geo_code,geo_name,tier,estimand,metric,value,lo,hi,n_trials,n_participants,gate_status,gate_reason,display_rule,crosses_parity,below_support_floor,pct_participants_exact,top_trial_id,top_trial_share_pct,concentration_flag,support_share,delta_from_raw_pp,extrapolation_pp,frame_stamp,snapshot_date,run_id
country,CHN,China,1,tw_median,iqr_width_pp,24.03,,,935,2151656,pass,one trial supplies 77.1% of this geography's participants,badge_concentration,false,false,0.1,NCT04903496,77.12,true,,,1.19,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,CAN,Canada,1,tw_median,iqr_width_pp,26.79,,,917,780479,pass,,show,false,false,0.28,NCT02975375,34.15,false,,,3.57,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,DEU,Germany,1,tw_median,iqr_width_pp,21.45,,,754,416870,pass,,show,false,false,0.37,NCT05162014,34.84,false,,,0.47,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,KOR,South Korea,1,tw_median,iqr_width_pp,25.37,,,441,660555,pass,one trial supplies 56% of this geography's participants,badge_concentration,false,false,0.05,NCT04446039,56.05,true,,,0.4,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,FRA,France,1,tw_median,iqr_width_pp,24.78,,,392,1471854,pass,one trial supplies 94.5% of this geography's participants,badge_concentration,false,false,0.02,NCT05838664,94.46,true,,,2.23,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,ITA,Italy,1,tw_median,iqr_width_pp,22.85,,,337,78187,pass,,show,false,true,0.94,NCT02928536,15.22,false,,,3.45,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,ESP,Spain,1,tw_median,iqr_width_pp,26.8,,,332,125534,pass,,show,false,false,0.78,NCT03441633,41.18,false,,,0.7,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,TWN,Taiwan,1,tw_median,iqr_width_pp,22.11,,,250,142876,pass,one trial supplies 69.5% of this geography's participants,badge_concentration,false,false,0.57,NCT01741363,69.51,true,,,0.43,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,BEL,Belgium,1,tw_median,iqr_width_pp,25.57,,,232,44477,pass,,show,false,true,1.15,NCT03793972,18.34,false,,,2.6,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,BRA,Brazil,1,tw_median,iqr_width_pp,32.23,,,206,37359,pass,,show,false,true,2.64,NCT01363765,12.47,false,,,2.39,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,RUS,Russia,1,tw_median,iqr_width_pp,23.84,,,194,45415,pass,,show,false,true,0.27,NCT03415152,5.66,false,,,1.66,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,AUS,Australia,1,tw_median,iqr_width_pp,26.67,,,193,37780,pass,,show,false,true,0.76,NCT00430989,18.56,false,,,4.01,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,IND,India,1,tw_median,iqr_width_pp,19.1,,,191,68849,pass,,show,false,false,4.61,NCT01686750,31.56,false,,,2.24,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,NLD,Netherlands,1,tw_median,iqr_width_pp,29.34,,,180,113347,pass,one trial supplies 74.5% of this geography's participants,badge_concentration,false,true,0.32,NCT00744263,74.54,true,,,3.68,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,MEX,Mexico,1,tw_median,iqr_width_pp,20.65,,,167,22982,pass,,show,false,true,0.64,NCT04343521,19.41,false,,,4.79,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,SWE,Sweden,1,tw_median,iqr_width_pp,26.09,,,164,515715,pass,one trial supplies 89.3% of this geography's participants,badge_concentration,false,false,0.04,NCT04927858,89.3,true,,,0.51,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,X-TUR,Turkey (Türkiye),1,tw_median,iqr_width_pp,26.03,,,164,27998,pass,,show,false,true,1.09,NCT04022668,10.72,false,,,2.57,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,DNK,Denmark,1,tw_median,iqr_width_pp,23.13,,,155,167211,pass,,show,true,false,0.09,NCT03405363,39.12,false,,,1.7,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,CHE,Switzerland,1,tw_median,iqr_width_pp,22.44,,,148,18692,pass,,show,false,true,1.9,NCT00617084,12.26,false,,,2.52,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,ZAF,South Africa,1,tw_median,iqr_width_pp,25.54,,,108,101995,pass,one trial supplies 49.8% of this geography's participants,badge_concentration,true,true,0.39,NCT04466488,49.8,true,,,5.41,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,ISR,Israel,1,tw_median,iqr_width_pp,17.86,,,103,16418,pass,,show,true,true,1.11,NCT00368316,17.05,false,,,2.55,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,THA,Thailand,1,tw_median,iqr_width_pp,26.94,,,102,59728,pass,,show,true,true,0.03,NCT00223080,27.45,false,,,0.74,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,AUT,Austria,1,tw_median,iqr_width_pp,26.22,,,98,40258,pass,,show,true,true,0.08,NCT01727518,37.18,false,,,4.64,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,SGP,Singapore,1,tw_median,iqr_width_pp,41.04,,,86,10227,pass,,show,false,true,0,NCT00325156,25.33,false,,,1.24,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,POL,Poland,1,tw_median,iqr_width_pp,23.23,,,69,31546,pass,,show,false,true,0.51,NCT03450915,39.49,false,,,2.26,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,GRC,Greece,1,tw_median,iqr_width_pp,24.32,,,62,13457,pass,,show,false,true,0.88,NCT04672941,10.37,false,,,1.79,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,FIN,Finland,1,tw_median,iqr_width_pp,21.54,,,61,92670,pass,,show,false,true,0.01,NCT04137887,35.71,false,,,1.38,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,NOR,Norway,1,tw_median,iqr_width_pp,20.08,,,59,20812,pass,,show,true,true,0.4,NCT02747121,35.59,false,,,3.95,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,EGY,Egypt,1,tw_median,iqr_width_pp,25.47,,,57,6344,pass,,show,true,true,0,NCT05570500,9.84,false,,,3.29,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,HKG,Hong Kong,1,tw_median,iqr_width_pp,28.86,,,51,8386,pass,,show,false,true,5.06,NCT04241575,12.65,false,,,4.55,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,UGA,Uganda,1,tw_median,iqr_width_pp,16.25,,,50,237275,pass,one trial supplies 80.8% of this geography's participants,badge_concentration,true,true,80.89,NCT04566510,80.83,true,,,5.47,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=tw_median|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,USA,United States,1,not_applicable,pct_single_sex_reported,5.95,,,34824,22267105,pass,,show,false,false,0.25,NCT04053075,13.02,false,,,0.01,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,JPN,Japan,1,not_applicable,pct_single_sex_reported,2.56,,,1217,1308659,pass,,show,false,false,0.07,NCT05321810,14.79,false,,,0.35,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,GBR,United Kingdom,1,not_applicable,pct_single_sex_reported,5.39,,,1123,2246649,pass,,show,false,false,0.05,NCT04969653,33.59,false,,,1.58,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,CHN,China,1,not_applicable,pct_single_sex_reported,2.09,,,935,2151656,pass,one trial supplies 77.1% of this geography's participants,badge_concentration,false,false,0.1,NCT04903496,77.12,true,,,1.19,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,CAN,Canada,1,not_applicable,pct_single_sex_reported,3.27,,,917,780479,pass,,show,false,false,0.28,NCT02975375,34.15,false,,,3.57,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,DEU,Germany,1,not_applicable,pct_single_sex_reported,3.08,,,754,416870,pass,,show,false,false,0.37,NCT05162014,34.84,false,,,0.47,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,KOR,South Korea,1,not_applicable,pct_single_sex_reported,3.08,,,441,660555,pass,one trial supplies 56% of this geography's participants,badge_concentration,false,false,0.05,NCT04446039,56.05,true,,,0.4,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,FRA,France,1,not_applicable,pct_single_sex_reported,1.51,,,392,1471854,pass,one trial supplies 94.5% of this geography's participants,badge_concentration,false,false,0.02,NCT05838664,94.46,true,,,2.23,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,ITA,Italy,1,not_applicable,pct_single_sex_reported,2.32,,,337,78187,pass,,show,false,true,0.94,NCT02928536,15.22,false,,,3.45,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,ESP,Spain,1,not_applicable,pct_single_sex_reported,2.35,,,332,125534,pass,,show,false,false,0.78,NCT03441633,41.18,false,,,0.7,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,TWN,Taiwan,1,not_applicable,pct_single_sex_reported,1.57,,,250,142876,pass,one trial supplies 69.5% of this geography's participants,badge_concentration,false,false,0.57,NCT01741363,69.51,true,,,0.43,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,BEL,Belgium,1,not_applicable,pct_single_sex_reported,7.2,,,232,44477,pass,,show,false,true,1.15,NCT03793972,18.34,false,,,2.6,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,BRA,Brazil,1,not_applicable,pct_single_sex_reported,2.37,,,206,37359,pass,,show,false,true,2.64,NCT01363765,12.47,false,,,2.39,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,RUS,Russia,1,not_applicable,pct_single_sex_reported,1.52,,,194,45415,pass,,show,false,true,0.27,NCT03415152,5.66,false,,,1.66,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,AUS,Australia,1,not_applicable,pct_single_sex_reported,8.1,,,193,37780,pass,,show,false,true,0.76,NCT00430989,18.56,false,,,4.01,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,IND,India,1,not_applicable,pct_single_sex_reported,8.17,,,191,68849,pass,,show,false,false,4.61,NCT01686750,31.56,false,,,2.24,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,NLD,Netherlands,1,not_applicable,pct_single_sex_reported,4.26,,,180,113347,pass,one trial supplies 74.5% of this geography's participants,badge_concentration,false,true,0.32,NCT00744263,74.54,true,,,3.68,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,MEX,Mexico,1,not_applicable,pct_single_sex_reported,1.18,,,167,22982,pass,,show,false,true,0.64,NCT04343521,19.41,false,,,4.79,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,SWE,Sweden,1,not_applicable,pct_single_sex_reported,2.38,,,164,515715,pass,one trial supplies 89.3% of this geography's participants,badge_concentration,false,false,0.04,NCT04927858,89.3,true,,,0.51,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,X-TUR,Turkey (Türkiye),1,not_applicable,pct_single_sex_reported,2.38,,,164,27998,pass,,show,false,true,1.09,NCT04022668,10.72,false,,,2.57,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,DNK,Denmark,1,not_applicable,pct_single_sex_reported,4.91,,,155,167211,pass,,show,true,false,0.09,NCT03405363,39.12,false,,,1.7,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,CHE,Switzerland,1,not_applicable,pct_single_sex_reported,3.27,,,148,18692,pass,,show,false,true,1.9,NCT00617084,12.26,false,,,2.52,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,ZAF,South Africa,1,not_applicable,pct_single_sex_reported,1.82,,,108,101995,pass,one trial supplies 49.8% of this geography's participants,badge_concentration,true,true,0.39,NCT04466488,49.8,true,,,5.41,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,ISR,Israel,1,not_applicable,pct_single_sex_reported,1.9,,,103,16418,pass,,show,true,true,1.11,NCT00368316,17.05,false,,,2.55,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,THA,Thailand,1,not_applicable,pct_single_sex_reported,4.67,,,102,59728,pass,,show,true,true,0.03,NCT00223080,27.45,false,,,0.74,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,AUT,Austria,1,not_applicable,pct_single_sex_reported,3.92,,,98,40258,pass,,show,true,true,0.08,NCT01727518,37.18,false,,,4.64,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,SGP,Singapore,1,not_applicable,pct_single_sex_reported,11.34,,,86,10227,pass,,show,false,true,0,NCT00325156,25.33,false,,,1.24,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,POL,Poland,1,not_applicable,pct_single_sex_reported,2.82,,,69,31546,pass,,show,false,true,0.51,NCT03450915,39.49,false,,,2.26,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,GRC,Greece,1,not_applicable,pct_single_sex_reported,0,,,62,13457,pass,,show,false,true,0.88,NCT04672941,10.37,false,,,1.79,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,FIN,Finland,1,not_applicable,pct_single_sex_reported,4.69,,,61,92670,pass,,show,false,true,0.01,NCT04137887,35.71,false,,,1.38,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,NOR,Norway,1,not_applicable,pct_single_sex_reported,3.28,,,59,20812,pass,,show,true,true,0.4,NCT02747121,35.59,false,,,3.95,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,EGY,Egypt,1,not_applicable,pct_single_sex_reported,3.39,,,57,6344,pass,,show,true,true,0,NCT05570500,9.84,false,,,3.29,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,HKG,Hong Kong,1,not_applicable,pct_single_sex_reported,5.56,,,51,8386,pass,,show,false,true,5.06,NCT04241575,12.65,false,,,4.55,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=country,2026-06-19,geo_rep_2026-06-19_run063
country,UGA,Uganda,1,not_applicable,pct_single_sex_reported,1.96,,,50,237275,pass,one trial supplies 80.8% of this geography's participants,badge_concentration,true,true,80.89,NCT04566510,80.83,true,,,5.47,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=country,2026-06-19,geo_rep_2026-06-19_run063
us_state,CA,California,1,pw_raw,female_share_pct,55.77,,,2509,2293803,pass,one trial supplies 71.1% of this geography's participants,badge_concentration,false,false,0.2,NCT03694392,71.08,true,,,1.55,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=us_state,2026-06-19,geo_rep_2026-06-19_run063
us_state,NY,New York,1,pw_raw,female_share_pct,49.68,,,2306,3462731,pass,,show,false,false,0.11,NCT04926233,39.6,false,,,1.19,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=us_state,2026-06-19,geo_rep_2026-06-19_run063
us_state,TX,Texas,1,pw_raw,female_share_pct,49.98,,,2013,188476,pass,,show,false,true,1.2,NCT00138294,15.52,false,,,1.36,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=us_state,2026-06-19,geo_rep_2026-06-19_run063
us_state,MA,Massachusetts,1,pw_raw,female_share_pct,46.11,,,1723,3809714,pass,,show,false,false,0.06,NCT02138097,16.14,false,,,0.4,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=us_state,2026-06-19,geo_rep_2026-06-19_run063
us_state,PA,Pennsylvania,1,pw_raw,female_share_pct,46.94,,,1491,1094730,pass,,show,false,false,0.14,NCT04350866,17.92,false,,,1.26,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=us_state,2026-06-19,geo_rep_2026-06-19_run063
us_state,MD,Maryland,1,pw_raw,female_share_pct,49.98,,,1434,487059,pass,,show,false,false,0.42,NCT01696968,31.8,false,,,1.23,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=us_state,2026-06-19,geo_rep_2026-06-19_run063
us_state,NC,North Carolina,1,pw_raw,female_share_pct,49.36,,,1231,287435,pass,,show,false,false,0.5,NCT05465317,21.64,false,,,0.89,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=us_state,2026-06-19,geo_rep_2026-06-19_run063
us_state,FL,Florida,1,pw_raw,female_share_pct,49.82,,,1082,81523,pass,,show,false,true,2.67,NCT02416011,3.55,false,,,0.74,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=us_state,2026-06-19,geo_rep_2026-06-19_run063
us_state,OH,Ohio,1,pw_raw,female_share_pct,48,,,1009,128302,pass,,show,false,false,2.1,NCT00667186,7.46,false,,,3.83,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=us_state,2026-06-19,geo_rep_2026-06-19_run063
us_state,MN,Minnesota,1,pw_raw,female_share_pct,50.71,,,845,641365,pass,one trial supplies 60.2% of this geography's participants,badge_concentration,true,false,0.14,NCT05214573,60.23,true,,,2.66,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=us_state,2026-06-19,geo_rep_2026-06-19_run063
us_state,IL,Illinois,1,pw_raw,female_share_pct,55.4,,,790,293816,pass,,show,false,false,0.64,NCT03833804,22.12,false,,,3.74,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=us_state,2026-06-19,geo_rep_2026-06-19_run063
us_state,MI,Michigan,1,pw_raw,female_share_pct,25.51,,,601,249505,pass,one trial supplies 58.4% of this geography's participants,badge_concentration,false,true,0.3,NCT05065502,58.39,true,,,0.67,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=us_state,2026-06-19,geo_rep_2026-06-19_run063
us_state,MO,Missouri,1,pw_raw,female_share_pct,50.09,,,590,79115,pass,,show,false,true,0.85,NCT01280942,25.32,false,,,3.89,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=us_state,2026-06-19,geo_rep_2026-06-19_run063
us_state,CT,Connecticut,1,pw_raw,female_share_pct,50.62,,,477,208286,pass,one trial supplies 55.2% of this geography's participants,badge_concentration,false,true,0.21,NCT05957198,55.17,true,,,5.89,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=us_state,2026-06-19,geo_rep_2026-06-19_run063
us_state,GA,Georgia,1,pw_raw,female_share_pct,46.44,,,455,88903,pass,one trial supplies 63.4% of this geography's participants,badge_concentration,false,true,0.66,NCT02879812,63.36,true,,,1.74,CS=pooled50|GC=post_filter_trials|RM=drop|RI=none|TS=narrow|UG=on|EL=unrestricted|BS=both|ES=pw_raw|GL=us_state,2026-06-19,geo_rep_2026-06-19_run063
